name,parent,material_design,mass_estimate_g,uncertainty_fraction,method,volume_mm3,center_mm,watertight,measured,material_verified_by_procurement
S288_arm_L_OUT_1_WASHER_2,DCTL_Arm_L,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670949246660165,0.35,Simplified fastener envelope x steel density 7.85,4.54406996772741,"[7.453366685464999, 55.75, 152.22850096225739]",True,False,False
S288_arm_L_OUT_1_WASHER_3,DCTL_Arm_L,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670949246660165,0.35,Simplified fastener envelope x steel density 7.85,4.54406996772741,"[7.453366685464999, 55.75, 146.97850096225727]",True,False,False
S288_arm_L_OUT_1_WASHER_4,DCTL_Arm_L,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567096277339151,0.35,Simplified fastener envelope x steel density 7.85,4.5440716908778995,"[12.000000000000071, 55.75, 144.35350096225727]",True,False,False
S288_arm_L_OUT_1_WASHER_5,DCTL_Arm_L,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670949246660165,0.35,Simplified fastener envelope x steel density 7.85,4.54406996772741,"[16.546633314535036, 55.75, 146.97850096225739]",True,False,False
S288_arm_R_CASE,FRAME_trunk_base,"OEM S288 mixed assembly; case plus motor, gears, circuit and both disks",19.5,0.05,Official whole-actuator mass,14385.43106826846,"[3.9160759013430777, -39.33133229197821, 149.60350096225739]",True,False,False
S288_arm_R_DIRECT_CASE_-1_0_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113546237466106,0.25,Simplified fastener envelope x steel density 7.85,28.170122595498224,"[-10.500000000000085, -25.603652797034485, 141.60350096225727]",True,,False
S288_arm_R_DIRECT_CASE_-1_0_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567096277339151,0.25,Simplified fastener envelope x steel density 7.85,4.5440716908778995,"[-10.5, -24.75, 141.60350096225744]",True,,False
S288_arm_R_DIRECT_CASE_-1_1_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113546237466106,0.25,Simplified fastener envelope x steel density 7.85,28.170122595498224,"[19.50000000000034, -28.603652797034485, 141.60350096225727]",True,,False
S288_arm_R_DIRECT_CASE_-1_1_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567096277339151,0.25,Simplified fastener envelope x steel density 7.85,4.5440716908778995,"[19.5, -27.75, 141.60350096225744]",True,,False
S288_arm_R_DIRECT_CASE_-1_2_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113546237466133,0.25,Simplified fastener envelope x steel density 7.85,28.17012259549826,"[-10.500000000000256, -25.603652797034453, 157.60350096225739]",True,,False
S288_arm_R_DIRECT_CASE_-1_2_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567096277339151,0.25,Simplified fastener envelope x steel density 7.85,4.5440716908778995,"[-10.5, -24.75, 157.6035009622574]",True,,False
S288_arm_R_DIRECT_CASE_-1_3_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113546237466133,0.25,Simplified fastener envelope x steel density 7.85,28.17012259549826,"[19.500000000000114, -28.603652797034457, 157.60350096225739]",True,,False
S288_arm_R_DIRECT_CASE_-1_3_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567096277339151,0.25,Simplified fastener envelope x steel density 7.85,4.5440716908778995,"[19.5, -27.75, 157.6035009622574]",True,,False
S288_arm_R_DISC_-1,DCTL_Arm_R,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.28183823882136,"[12.000000000000007, -28.5, 149.60350096225733]",True,False,False
S288_arm_R_DISC_1,DCTL_Arm_R,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.28183823882136,"[12.000000000000007, -51.5, 149.60350096225733]",True,False,False
S288_arm_R_OUT_1_M2x5_0,DCTL_Arm_R,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211355210099808,0.35,Simplified fastener envelope x steel density 7.85,28.170130064965708,"[7.453366620713787, -54.896347112917375, 152.2285009622576]",True,False,False
S288_arm_R_OUT_1_M2x5_1,DCTL_Arm_R,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113546237466178,0.35,Simplified fastener envelope x steel density 7.85,28.170122595498317,"[11.999999999999929, -54.8963472029654, 154.85350096225716]",True,False,False
S288_arm_R_OUT_1_M2x5_2,DCTL_Arm_R,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113552100998124,0.35,Simplified fastener envelope x steel density 7.85,28.170130064965765,"[16.546633379286426, -54.89634711291729, 152.22850096225702]",True,False,False
S288_arm_R_OUT_1_M2x5_3,DCTL_Arm_R,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113552100998124,0.35,Simplified fastener envelope x steel density 7.85,28.170130064965765,"[16.546633379286426, -54.89634711291729, 146.9785009622574]",True,False,False
S288_arm_R_OUT_1_M2x5_4,DCTL_Arm_R,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113546237466178,0.35,Simplified fastener envelope x steel density 7.85,28.170122595498317,"[11.999999999999929, -54.8963472029654, 144.35350096225721]",True,False,False
S288_arm_R_OUT_1_M2x5_5,DCTL_Arm_R,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211355210099808,0.35,Simplified fastener envelope x steel density 7.85,28.170130064965708,"[7.453366620713787, -54.896347112917375, 146.97850096225773]",True,False,False
S288_arm_R_OUT_1_WASHER_0,DCTL_Arm_R,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670949246660165,0.35,Simplified fastener envelope x steel density 7.85,4.54406996772741,"[7.45336668546507, -55.75, 152.2285009622571]",True,False,False
S288_arm_R_OUT_1_WASHER_1,DCTL_Arm_R,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567096277339151,0.35,Simplified fastener envelope x steel density 7.85,4.5440716908778995,"[11.999999999999929, -55.75, 154.85350096225739]",True,False,False
S288_arm_R_OUT_1_WASHER_2,DCTL_Arm_R,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670949246660165,0.35,Simplified fastener envelope x steel density 7.85,4.54406996772741,"[16.546633314534965, -55.75, 152.22850096225739]",True,False,False
S288_arm_R_OUT_1_WASHER_3,DCTL_Arm_R,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670949246660165,0.35,Simplified fastener envelope x steel density 7.85,4.54406996772741,"[16.546633314535036, -55.75, 146.97850096225727]",True,False,False
S288_arm_R_OUT_1_WASHER_4,DCTL_Arm_R,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567096277339151,0.35,Simplified fastener envelope x steel density 7.85,4.5440716908778995,"[11.999999999999929, -55.75, 144.35350096225727]",True,False,False
S288_arm_R_OUT_1_WASHER_5,DCTL_Arm_R,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670949246660165,0.35,Simplified fastener envelope x steel density 7.85,4.54406996772741,"[7.453366685465035, -55.75, 146.97850096225739]",True,False,False
S288_head_pitch_CASE,BODY_neck,"OEM S288 mixed assembly; case plus motor, gears, circuit and both disks",19.5,0.05,Official whole-actuator mass,14385.429332547887,"[11.66386062362414, -0.6686624482953237, 188.99172961550357]",True,False,False
S288_head_pitch_DIRECT_CASE_-1_0_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113546036721363,0.25,Simplified fastener envelope x steel density 7.85,28.170122339772437,"[9.076908296002015, -14.39634050103648, 172.70888805524035]",True,,False
S288_head_pitch_DIRECT_CASE_-1_0_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035671003061213895,0.25,Simplified fastener envelope x steel density 7.85,4.5440768230845725,"[9.076908895315599, -15.249993649864285, 172.7088874218417]",True,,False
S288_head_pitch_DIRECT_CASE_-1_1_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113553668062452,0.25,Simplified fastener envelope x steel density 7.85,28.170132061226052,"[24.111991222938666, -14.396338657792695, 178.18120781359607]",True,,False
S288_head_pitch_DIRECT_CASE_-1_1_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567101234388291,0.25,Simplified fastener envelope x steel density 7.85,4.54407800559018,"[24.111991863731756, -15.249991960415963, 178.18120758386806]",True,,False
S288_head_pitch_DIRECT_CASE_1_0_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113530681467328,0.25,Simplified fastener envelope x steel density 7.85,28.17010277893927,"[9.076903935326822, 11.396353507350968, 172.70889099775036]",True,,False
S288_head_pitch_DIRECT_CASE_1_0_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670940879705654,0.25,Simplified fastener envelope x steel density 7.85,4.544068901873332,"[9.076904419675222, 12.250006356888465, 172.70888993062042]",True,,False
S288_head_pitch_DIRECT_CASE_1_1_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211353165132732,0.25,Simplified fastener envelope x steel density 7.85,28.17010401442971,"[24.111986681152395, 11.396355019331118, 178.18121143185033]",True,,False
S288_head_pitch_DIRECT_CASE_1_1_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567095337645425,0.25,Simplified fastener envelope x steel density 7.85,4.544070493815828,"[24.11198727407948, 12.250008043811192, 178.18121009294268]",True,,False
S288_head_pitch_DISC_-1,CTRL_head_pitch,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.2817786234582,"[8.898999782830323, -11.499996185774458, 196.58813343088372]",True,False,False
S288_head_pitch_DISC_1,CTRL_head_pitch,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.2817776569264,"[8.898994819772215, 11.500003797564458, 196.58813610825985]",True,False,False
S288_head_pitch_OUT_-1_M2x5_0,CTRL_head_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113530331597075,0.35,Simplified fastener envelope x steel density 7.85,28.170102333244685,"[12.273635300059384, -14.896343032203303, 200.60986550036975]",True,False,False
S288_head_pitch_OUT_-1_M2x5_1,CTRL_head_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113550749065825,0.35,Simplified fastener envelope x steel density 7.85,28.170128342759014,"[7.103394446262528, -14.89634399794414, 201.5215198227005]",True,False,False
S288_head_pitch_OUT_-1_M2x5_2,CTRL_head_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113540177122995,0.35,Simplified fastener envelope x steel density 7.85,28.170114875315917,"[3.7287590828812296, -14.896343696739512, 197.49978703948864]",True,False,False
S288_head_pitch_OUT_-1_M2x5_3,CTRL_head_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211356974872886,0.35,Simplified fastener envelope x steel density 7.85,28.170152546151414,"[5.5243644175778455, -14.896342112039312, 192.56639979645848]",True,False,False
S288_head_pitch_OUT_-1_M2x5_4,CTRL_head_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113567509540186,0.35,Simplified fastener envelope x steel density 7.85,28.17014969368177,"[10.694604627621642, -14.896341132989392, 191.65474670967126]",True,False,False
S288_head_pitch_OUT_-1_M2x5_5,CTRL_head_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113546935731235,0.35,Simplified fastener envelope x steel density 7.85,28.170123485007945,"[14.069240047692785, -14.896342521019815, 195.67647947501254]",True,False,False
S288_head_pitch_OUT_-1_WASHER_0,CTRL_head_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670950206632315,0.35,Simplified fastener envelope x steel density 7.85,4.544070090016855,"[12.273635013303066, -15.74999618426321, 200.60986670533944]",True,False,False
S288_head_pitch_OUT_-1_WASHER_1,CTRL_head_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567100333295706,0.35,Simplified fastener envelope x steel density 7.85,4.544076857701536,"[7.103394292968248, -15.749997138343238, 201.52152041231696]",True,False,False
S288_head_pitch_OUT_-1_WASHER_2,CTRL_head_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.0356709479216532,0.35,Simplified fastener envelope x steel density 7.85,4.544069798936714,"[3.728759380830467, -15.74999714631166, 197.4997871730037]",True,False,False
S288_head_pitch_OUT_-1_WASHER_3,CTRL_head_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567101201744207,0.35,Simplified fastener envelope x steel density 7.85,4.54407796400536,"[5.524364575516254, -15.749996356804527, 192.5664008661209]",True,False,False
S288_head_pitch_OUT_-1_WASHER_4,CTRL_head_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567103398821092,0.35,Simplified fastener envelope x steel density 7.85,4.544080762829417,"[10.694605170878845, -15.749995423618655, 191.65474643649375]",True,False,False
S288_head_pitch_OUT_-1_WASHER_5,CTRL_head_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098364298708,0.35,Simplified fastener envelope x steel density 7.85,4.544074349425105,"[14.069240616758382, -15.749995383159643, 195.67647765199226]",True,False,False
S288_head_pitch_OUT_1_M2x5_0,CTRL_head_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113568060279587,0.35,Simplified fastener envelope x steel density 7.85,28.17015039526062,"[12.273630289861647, 14.896349571137744, 200.60986976339802]",True,False,False
S288_head_pitch_OUT_1_M2x5_1,CTRL_head_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113568868830313,0.35,Simplified fastener envelope x steel density 7.85,28.170151425261547,"[7.103389904225553, 14.896348740644923, 201.52152291590315]",True,False,False
S288_head_pitch_OUT_1_M2x5_2,CTRL_head_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113548011600567,0.35,Simplified fastener envelope x steel density 7.85,28.170124855542127,"[3.7287544425457133, 14.896350170416058, 197.49979018080063]",True,False,False
S288_head_pitch_OUT_1_M2x5_3,CTRL_head_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113524330811019,0.35,Simplified fastener envelope x steel density 7.85,28.170094688931233,"[5.524359174531045, 14.89635014942899, 192.56640411067403]",True,False,False
S288_head_pitch_OUT_1_M2x5_4,CTRL_head_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113554118074633,0.35,Simplified fastener envelope x steel density 7.85,28.170132634489978,"[10.694600087152127, 14.896351762839455, 191.65474974067618]",True,False,False
S288_head_pitch_OUT_1_M2x5_5,CTRL_head_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113542804939998,0.35,Simplified fastener envelope x steel density 7.85,28.170118222853503,"[14.069235408287932, 14.896351436455438, 195.67648257662907]",True,False,False
S288_head_pitch_OUT_1_WASHER_0,CTRL_head_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567101225699304,0.35,Simplified fastener envelope x steel density 7.85,4.544077994521406,"[12.273629990017305, 15.750003815349887, 200.60986871118308]",True,False,False
S288_head_pitch_OUT_1_WASHER_1,CTRL_head_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567104339437844,0.35,Simplified fastener envelope x steel density 7.85,4.544081961067317,"[7.103390442139799, 15.750002925493858, 201.5215218300302]",True,False,False
S288_head_pitch_OUT_1_WASHER_2,CTRL_head_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670974861362115,0.35,Simplified fastener envelope x steel density 7.85,4.544073230746766,"[3.728755106156691, 15.750002816695762, 197.49979057096246]",True,False,False
S288_head_pitch_OUT_1_WASHER_3,CTRL_head_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567096454180572,0.35,Simplified fastener envelope x steel density 7.85,4.5440719161535945,"[5.524359119672082, 15.75000373102635, 192.56640299805017]",True,False,False
S288_head_pitch_OUT_1_WASHER_4,CTRL_head_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670977344512717,0.35,Simplified fastener envelope x steel density 7.85,4.544073547071683,"[10.69460079546962, 15.750004386599507, 191.65474890088893]",True,False,False
S288_head_pitch_OUT_1_WASHER_5,CTRL_head_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670931019776336,0.35,Simplified fastener envelope x steel density 7.85,4.5440676458313805,"[14.069235959717139, 15.750004517514876, 195.6764815382674]",True,False,False
